id,title,file_path
BR-FED-0001,Intervenção na Usina Assucareira Santo Antônio: joia do patrimônio industrial sul-mato-grossense,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Interven__o_na_Usina_Assucareira_Santo_Ant_nio__jo.pdf
BR-FED-0001,"“Tanto negócio e tanto negociantes”: a cidade de Salvador, uma cidade comercial (1750-1808)",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001__Tanto_neg_cio_e_tanto_negociantes___a_cidade_de_S.pdf
BR-FED-0001,Devo que pagarei: comércio e crédito na Vila de Ilhéus na primeira metade do oitocentos,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Devo_que_pagarei__com_rcio_e_cr_dito_na_Vila_de_Il.pdf
BR-FED-0001,"Vigilância em Saúde: afinal, do que estamos tratando?",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Vigil_ncia_em_Sa_de__afinal__do_que_estamos_tratan.pdf
BR-FED-0001,Precificação e Valor: Um Estudo sobre a Influência da Força das Marcas,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Precifica__o_e_Valor__Um_Estudo_sobre_a_Influ_ncia.pdf
BR-FED-0001,Adoradores de Dionísio: uso e restrições ao consumo do álcool na Bahia (1870-1930),C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Adoradores_de_Dion_sio__uso_e_restri__es_ao_consum.pdf
BR-FED-0001,Vivendo sem amarras: as viagens de africanos libertos entre a Bahia e a Costa da África (1840-1860),C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Vivendo_sem_amarras__as_viagens_de_africanos_liber.pdf
BR-FED-0001,Tratamento do tetano,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Tratamento_do_tetano.pdf
BR-FED-0001,A Agricultura de abastecimento na configuração territorial do Sertão da Ressaca: formação histórica dos sistemas produtivos e do estado da arte nos séculos XVIII e XIX,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_A_Agricultura_de_abastecimento_na_configura__o_ter.pdf
BR-FED-0001,"Determinação de cobre, ferro, níquel e zinco em matrizes tanólicas por espectrometria de fluorescência de raios-x com energia dispersiva após pré-concentração em papel cromatográfico",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Determina__o_de_cobre__ferro__n_quel_e_zinco_em_ma.pdf
BR-FED-0001,"Indicação geográfica: a indicação de procedência para o azeite de dendê produzido em Valença, Bahia",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Indica__o_geogr_fica__a_indica__o_de_proced_ncia_p.pdf
BR-FED-0001,Mergulhando nos Mocambos do Borrachudo – Barra do Rio de Contas (Século XIX),C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001_Mergulhando_nos_Mocambos_do_Borrachudo___Barra_do_.pdf
BR-FED-0001,"“Indicação Geográfica no Brasil: determinantes, limites e possibilidades”",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0001__Indica__o_Geogr_fica_no_Brasil__determinantes__li.pdf
BR-FED-0002,A trajetória D’O Repúblico no fim do Primeiro Reinado e início da Regência: os discursos impressos de Antônio Borges da Fonseca sobre a Política Imperial (1830-1832),C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_A_trajet_ria_D_O_Rep_blico_no_fim_do_Primeiro_Rein.pdf
BR-FED-0002,É tudo nosso: o papel da confiança no consumo compartilhado: um estudo de caso sobre o site Tem Açúcar?,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002___tudo_nosso__o_papel_da_confian_a_no_consumo_comp.pdf
BR-FED-0002,Interface entre os saberes populares e científicos sobre plantas medicinais: perspectiva da autonomia do cuidado em saúde,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Interface_entre_os_saberes_populares_e_cient_ficos.pdf
BR-FED-0002,Acompanhamento farmacêutico: uma estratégia para o aumento de adesão ao tratamento de pacientes em cuidados paliativos oncológicos,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Acompanhamento_farmac_utico__uma_estrat_gia_para_o.pdf
BR-FED-0002,Patrimônio histórico cultural do arquipélago de Marajó: diálogo e disputa entre suas representações,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Patrim_nio_hist_rico_cultural_do_arquip_lago_de_Ma.pdf
BR-FED-0002,Prêmio Silvio Romero de folclore e cultura popular: das fontes das monografias às monografias como fontes,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Pr_mio_Silvio_Romero_de_folclore_e_cultura_popular.pdf
BR-FED-0002,Uma metodologia de ensino do uso do hífen para alunos de ensino médio na modalidade educação de jovens e adultos,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Uma_metodologia_de_ensino_do_uso_do_h_fen_para_alu.pdf
BR-FED-0002,Saberes e práticas de clientes no cuidado com feridas: implicações para a enfermagem,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Saberes_e_pr_ticas_de_clientes_no_cuidado_com_feri.pdf
BR-FED-0002,Os “curiosos da natureza”: Freire-Allemão e as práticas etnográficas no Brasil do século XIX,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Os__curiosos_da_natureza___Freire-Allem_o_e_as_pr_.pdf
BR-FED-0002,Dimensões da leitura e figurações do leitor na narrativa de Eça e Machado,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Dimens_es_da_leitura_e_figura__es_do_leitor_na_nar.pdf
BR-FED-0002,"De Daniele a Chrysóstomo: quando travestis, bonecas e homossexuais entram em cena",C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_De_Daniele_a_Chrys_stomo__quando_travestis__boneca.pdf
BR-FED-0002,Práticas sustentáveis em alimentos e bebidas: uma análise com base em sete hotéis da Zona Sul do Rio de Janeiro,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Pr_ticas_sustent_veis_em_alimentos_e_bebidas__uma_.pdf
