repo_id,repo_name,query,title,link,collected_at
BR-FED-0002,Repositório Institucional da UFF,garrafada,Uma metodologia de ensino do uso do hífen para alunos de ensino médio na modalidade educação de jovens e adultos,https://app.uff.br/riuff/handle/1/2930,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,Saberes e práticas de clientes no cuidado com feridas: implicações para a enfermagem,https://app.uff.br/riuff/handle/1/880,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,Os “curiosos da natureza”: Freire-Allemão e as práticas etnográficas no Brasil do século XIX,https://app.uff.br/riuff/handle/1/209,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,Dimensões da leitura e figurações do leitor na narrativa de Eça e Machado,https://app.uff.br/riuff/handle/1/3653,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,garrafada,"De Daniele a Chrysóstomo: quando travestis, bonecas e homossexuais entram em cena",https://app.uff.br/riuff/handle/1/283,2026-02-11T10:01:53-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Práticas sustentáveis em alimentos e bebidas: uma análise com base em sete hotéis da Zona Sul do Rio de Janeiro,https://app.uff.br/riuff/handle/1/1705,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Quicoffee: copo-cafeteira térmico : copo de café com capacidade de fervura da água para preparo da bebida,https://app.uff.br/riuff/handle/1/36533,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Conjunto para preparo de bebida vegetal,https://app.uff.br/riuff/handle/1/36960,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Determinação eletroenzimática de glicerol em bebidas comerciais utilizando o eletrodo de oxigênio tipo Clark,https://app.uff.br/riuff/handle/1/5272,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Desenvolvimento de cerveja sem glúten: revisão de literatura,https://app.uff.br/riuff/handle/1/42582,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Elaboração de um plano de negócio para um drink truck,https://app.uff.br/riuff/handle/1/4211,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Da água se fez vinho; da cerveja se fez revolução: bebida alcoólica e cultura popular no México revolucionário,https://app.uff.br/riuff/handle/1/13913,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Ingestão alimentar e consumo alcoólico de adultos assistidos pelo Programa Médico de Família de Niterói - RJ: estudo Camélia,https://app.uff.br/riuff/handle/1/9263,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,A bebida de Ninkasi em terras tupiniquins: uma abordagem teórica da química de diferentes cervejas,https://app.uff.br/riuff/handle/1/22159,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Obtenção e caracterização química de extrato hidrossolúvel (leite vegetal) de semente de munguba (pachira aquatica) e sua aplicação no desenvolvimento de bebida fermentada,https://app.uff.br/riuff/handle/1/36245,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Análise do processo de produção de hidromel,https://app.uff.br/riuff/handle/1/10494,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Análise do processo de logística reversa: estudo de caso da devolução em um centro de distribuição de bebidas,https://app.uff.br/riuff/handle/1/23292,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Nespresso e Nescafé Dolce Gusto: um estudo sobre o posicionamento destas marcas no mercado de bebidas em cápsulas,https://app.uff.br/riuff/handle/1/21668,2026-02-11T10:01:55-03:00
BR-FED-0002,Repositório Institucional da UFF,bebida feita de,Análise do Método AHP para hierarquização de insumos em uma indústria de bebidas,https://app.uff.br/riuff/handle/1/30747,2026-02-11T10:01:55-03:00
